brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1075,Caldera Brewing Company,1278093529,4,3.5,4,mikereaser,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1278016964,4,3.5,3,thagr81us,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277424439,4.5,4.5,4,brauseboof,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1275409131,4.5,4.5,4.5,BigMike,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277347253,4.5,4.5,3.5,trevorjn06,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277329335,4,4.5,4.5,therica,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277327337,4.5,4,4.5,zoso1967,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277179754,4,4,3.5,WYVYRN527,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1277173332,3.5,3.5,4,barleywinefiend,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1276830747,4,4,3.5,kiddynamite920,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1276327213,4.5,4.5,4.5,olmatty,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1275512166,4,4.5,4.5,scottyshades,American IPA,4.5,4,Caldera IPA,6.1,10784
850,Moon River Brewing Company,1110736110,3.5,4,4.5,cMonkey,Scotch Ale / Wee Heavy,3.5,3.5,The Highland Stagger,,20689
1075,Caldera Brewing Company,1275388099,5,5,4.5,Freethyhops,American IPA,3.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1274584909,5,5,4.5,wolfinthemirror,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1274110682,3.5,2.5,3.5,ktrillionaire,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1274064984,4.5,4.5,4,oregonskibum,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1273843947,4.5,4.5,4,thain709,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1273809063,3.5,4,4,kkipple,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1273711585,4,4,4,gatorbreath,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1273617448,4,3.5,4,branimal9,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1272135863,4.5,4,4.5,cdizinno,American IPA,5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1326249924,4.5,4,5,MacQ32,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1326238002,4,4.5,4.5,beerdedking,American IPA,3.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1326032536,3.5,3.5,4,Finatic,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1325980456,5,5,5,vicsju1991,American IPA,5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1325657658,4,4,4.5,dbossman,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1325477658,3.5,3.5,4,HOPPYKC,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1325383668,4,3.5,4,TheFightfan1,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1324936267,4.5,3.5,3,drewba,American IPA,4,4,Caldera IPA,6.1,10784
850,Moon River Brewing Company,1049739266,4,4.5,3.5,EricP,American IPA,4,4,Swamp Fox IPA,5.8,2725
1075,Caldera Brewing Company,1324173764,5,5,4,IPAguy2009,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1272067521,4.5,4.5,4,Tilley4,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1271892680,4.5,4.5,4,AlexJ,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1271509638,4.5,4,4.5,avalon07,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1271296509,4,4,4,jpro,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1270956549,4,3,4.5,mdcrouser,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1270492948,4.5,4,4,kylehayworth,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1269892519,4,4,4,Kadonny,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1269642122,4,4,4,RomaniIteDomum,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1269174802,4,4,4,indiapaleale,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1268775804,4,4,4.5,armock,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1268743762,4.5,4.5,3.5,Cresant,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1268596419,4,4.5,4,biggred1,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1268415775,1,4,4,ShadesOfGray,American IPA,2,2,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1268007672,3.5,4,4,jlindros,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1267929272,4.5,4,4.5,Casey10,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1267313530,4.5,4,4,WesWes,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266947297,4,3.5,3.5,PeteVenkman,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266787279,4,4,4,callmemickey,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266701805,4,4,5,hoppyhobby,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266459012,4,4.5,4,Philabeerphia,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266388888,4,3.5,4,ClockworkOrange,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266388534,4,4,4.5,iasanlee,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266363163,4,3.5,3.5,MURF0320,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1266284114,3,2.5,4.5,organicbrewer,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1265786262,4.5,4,4,onix1agr,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1265676399,4,3,4,SpeedwayJim,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1259454988,4.5,3,4,raverjames,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1265225199,4,3.5,4,Lunch,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1262920359,4.5,4,4,bamadog,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1262403473,4.5,3.5,4.5,augustgarage,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1262314296,4.5,4.5,4.5,jwc215,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1261805236,4.5,4,5,dedrinker,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1261454050,5,4.5,4,Gyle41386,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1261448306,4,4,4.5,ShogoKawada,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1259219882,4,3.5,3.5,JohnGalt1,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1261356086,4,3.5,3.5,alleykatking,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1261108959,4,4,4.5,berebrando,American IPA,4.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1260945337,3.5,3.5,4,Overlord,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1260766595,4.5,4,4.5,RedBrewer83,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1260411055,4.5,5,4.5,womencantsail,American IPA,3.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1260255554,4,4.5,4.5,slayer3604,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1260051904,4.5,5,4,jctribe25,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1259630725,3.5,3.5,4,hooliganlife,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1227450368,4.5,4.5,4,DrDogbeer,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1259109381,4,3.5,4,kels,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1259047445,3.5,3.5,4,callmescraps,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1258906716,5,5,4,woodychandler,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1258846778,4,4,4,Primitivechef,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1258127478,4.5,3.5,4,BevMoAndrew,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1256962406,3.5,4,4.5,mugglesandhops,American IPA,4,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1256871148,4,4,4,Finn,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1256869593,4,4,4.5,drabmuh,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1256585280,3.5,3.5,4,Schmaltzy,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1255983403,4,4,4,nickd717,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1252299756,3.5,4,3.5,WeisGuy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1255406572,4.5,4.5,4,glid02,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1254103096,4.5,4,4,RoyalT,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1254073027,4,4,4.5,mikey711,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1253757832,4.5,4.5,4,snaotheus,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1253650330,4.5,3.5,4,Deuane,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1253477448,5,4.5,4.5,Stimwizzle,American IPA,5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1253213801,4.5,4,4.5,Slatetank,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1252729215,4,4,3.5,wmthorne,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1252632725,4.5,4,3.5,mbunje,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1252027454,3.5,4,3.5,Genghis22,American IPA,4.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1251925968,4,4,4,Halcyondays,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1251853060,4.5,4,4,hckyfn9999,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1251411241,3.5,3.5,3,HalfFull,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1251276005,4.5,4,4,mdagnew,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250934691,2.5,3,4,vacax,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250789813,4.5,3.5,4,Imstillthegman,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250702282,4,3.5,4,qchic,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250440035,3,3.5,3.5,mjl21,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1243102194,3,5,4,madtappers,American IPA,4,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250129621,3.5,4.5,4,cerveza5150,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1250097211,5,4,4,beerswamie,American IPA,4.5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1249940104,4.5,4,4,Metalmonk,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1249869859,4.5,4.5,4.5,webbcreative,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1249707176,4,4.5,4,Tdizzle,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1249616172,4.5,4,4,d0ggnate,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1248568237,2,4,4.5,velosuds,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1227408943,4,4,4,ArrogantB,American IPA,4.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1248487882,3.5,4.5,3.5,argock,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1248390678,4,3,3.5,Docer,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1247879445,4.5,4.5,4,jackorain,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1247702251,3.5,3.5,4,BeerBelcher,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1247548071,4.5,3.5,4,czechsaaz,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1247427830,4,3.5,4,meatyard,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246837454,4.5,4,4,PDXHops,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246666482,4.5,4,4,tronester,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246392204,4,4,4,Seanibus,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1238797238,4.5,4.5,4,Monkeyknife,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246326741,4,4.5,4,philbe311,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246257499,3.5,4.5,4,macktbone,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246219461,4,4,4,ckeegan04,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1246156677,4.5,4.5,4,mikesgroove,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245731578,4,4,4,washburnkid,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245728825,2,3,4,Arbitrator,American IPA,3,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245721415,4,3.5,4,tempest,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245540392,5,5,4.5,jfitzy78,American IPA,4.5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245118209,4,3.5,4,skrib09,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245014833,4,4.5,4.5,mcsquint,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1315528776,4.5,4.5,4.5,jtd1969,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1245014092,4,4,4,Goliath,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1244858084,3.5,4,4.5,erikm25,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1323995849,4,4,3.5,Rhettroactive,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1323921048,3.5,4.5,4,HosP,American IPA,2.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1323188620,3.5,3.5,3.5,TheGordianKnot,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1322691877,4,3.5,4,comfortablynumb1,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1321574120,4,4,4,tdm168,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1320902822,3,4,3.5,Teleweizen2,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305061090,4,3.5,4,zoolzoo,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1320248628,4,3.5,4,ColForbinBC,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1319855053,4,3.5,4,bosox941827,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1319673471,4,3.5,4,doopydoogle,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1319241322,4,4,4.5,wedge,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1244808633,3,4,4.5,Risser09,American IPA,3,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1244683205,4.5,4,4,errantnight,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1244051763,4,3.5,5,wnh,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1243717445,3.5,4,3.5,stephens101,American IPA,3.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1243124566,4,3.5,3.5,akorsak,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1242961700,4,4,4,dukew456,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1242846863,4,4.5,4,sholland119,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1242592642,4,4,4,beer2day,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1241873726,4.5,4,4,zeff80,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1241160146,4,4,4,HairOfTh3Dog,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1240794560,4.5,4,4,dirtylou,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1240714040,4.5,4,4.5,naterock,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1240713647,4.5,4,4.5,SpecialK088,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1240592562,4.5,4,4,jdense,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1239571332,4.5,5,5,dakid618,American IPA,4.5,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1239324913,3.5,3.5,4,Kraken,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1239073434,4,4,4,Tone,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1237515024,3.5,4,4,dyan,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1236737716,3.5,4,3.5,gabeerfan,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1236041922,4.5,4,4,pinotboy007,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1235943951,5,4,4.5,mtrentm,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1235619440,4,4,4,blackie,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1235613864,4.5,3.5,4,jdoncbus,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1235277432,4,4.5,4,Jimbo87,American IPA,3.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1234656110,4.5,4,4.5,BeerSox,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1234301545,4,4,4,bbothen,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1218555178,4,4,3.5,tpd975,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1234287685,4.5,4,4,Kegatron,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1232941583,4,4.5,4,aforbes10,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1232781682,3,4.5,4,Proteus93,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1232468167,4.5,4,4.5,timtim,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1231859008,4,4.5,4,hopdog,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1231713855,4.5,4.5,4,gford217,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1229313862,4.5,4,4.5,Chelsea1905,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1229279300,4,4,4,MisterClean,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1228608585,4.5,5,4.5,maximum12,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1227579179,4,4,4,ThirstyHopHead,American IPA,4,4,Caldera IPA,6.1,10784
850,Moon River Brewing Company,1100038819,4,3.5,4,aracauna,Scotch Ale / Wee Heavy,3.5,3.5,The Highland Stagger,,20689
1075,Caldera Brewing Company,1226798393,3.5,4,4,Gueuzedude,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1226202860,4.5,4,4.5,pjwilson,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1225055611,4,4.5,4.5,koopa,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1223376492,4.5,4,4.5,DIM,American IPA,5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1223073891,4.5,4,4,GbVDave,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1222305980,4.5,4,4,CrellMoset,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1220137480,4.5,4,4,AKBelgianBeast,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1219003036,4,3.5,3.5,beereality,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1218500388,4,4.5,4,Wetpaperbag,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1217995556,4,4,4,mnapier,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1217379515,4.5,4,4.5,largadeer,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1216685474,4.5,4,4,RedDiamond,American IPA,5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1215664516,4,4.5,4,MiguelMandingo,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1214858603,4.5,4.5,4,JDV,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1214181956,3.5,3.5,4.5,woemad,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1212289363,3.5,4.5,4,cjgator3,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1205560860,4,4.5,4,Spikester,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1211933145,4,4,4.5,cburian,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1210553646,4.5,4,4,kirok1999,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1210461583,4.5,4,4.5,Wasatch,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1208728799,4,4,4,MuenchenerKindl,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1207535403,5,4,4,libertygrails,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1207378146,3.5,3.5,3,ccrida,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1206684668,3.5,4,4,BeerZack,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1206392607,4.5,2.5,3,brentk56,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1205645855,4,3.5,5,russpowell,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1205010007,3.5,4,4,seaoflament,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1204167240,4,4.5,4.5,flexabull,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1204003782,3,2,3.5,Reidrover,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1203825901,1.5,3.5,4,PhxHorn,American IPA,2,2,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1203788586,4.5,4.5,4.5,WVbeergeek,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1203382386,4.5,4.5,4,unclederby,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1202967279,4,4.5,4,SurlyDuff,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1199162879,3,3.5,3,Dubbercody,American IPA,3,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1197841680,3.5,4,4,ChainGangGuy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1194852821,4,4,4,Floydster,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1194792567,4.5,4.5,4,BuckeyeNation,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1192478498,4,4,5,Bierguy5,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1191180572,4.5,4.5,4,blakesell,American IPA,3,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1190238782,4,4,4.5,mcallister,American IPA,3,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1189824893,4,4,3.5,cswhitehorse,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1189784159,4,4,3.5,weeare138,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1188972053,4,4.5,4,msubulldog25,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1188694023,4.5,4.5,4,kevinmkirk,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1187838938,4,4.5,4,genog,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1187323014,4.5,4.5,4,franksnbeans,American IPA,5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1136235212,4.5,3.5,4.5,ElGordo,American IPA,5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1111791303,4,4,4,bootylicious,American IPA,4,4,Caldera IPA,6.1,10784
